2021-09-07T07:20:01.842Z, 1630999201842, device1, null
2021-09-07T07:20:14.375Z, 1630999214375, device1
2021-09-07T07:20:15.375Z, 1630999215375, device1
2021-09-07T07:20:16.376Z, 1630999216376, device1
2021-09-07T07:20:17.377Z, 1630999217377, device1
2021-09-07T07:20:18.378Z, 1630999218378, device1
2021-09-07T07:20:19.379Z, 1630999219379, device1
2021-09-07T07:20:20.381Z, 1630999220381, device1
2021-09-07T07:20:21.381Z, 1630999221381, device1
2021-09-07T07:20:22.382Z, 1630999222382, device1
2021-09-07T07:20:23.383Z, 1630999223383, device1
2021-09-07T07:20:24.384Z, 1630999224384, device1
2021-09-07T07:20:25.385Z, 1630999225385, device1
2021-09-07T07:20:26.386Z, 1630999226386, device1
2021-09-07T07:20:27.387Z, 1630999227387, device1
2021-09-07T07:20:28.388Z, 1630999228388, device1
2021-09-07T07:20:29.390Z, 1630999229390, device1
2021-09-07T07:20:30.391Z, 1630999230391, device1
2021-09-07T07:20:31.392Z, 1630999231392, device1
2021-09-07T07:20:32.393Z, 1630999232393, device1
2021-09-07T07:20:33.394Z, 1630999233394, device1
2021-09-07T07:20:34.396Z, 1630999234396, device1
2021-09-07T07:20:35.396Z, 1630999235396, device1
2021-09-07T07:20:36.397Z, 1630999236397, device1
2021-09-07T07:20:37.398Z, 1630999237398, device1
2021-09-07T07:20:38.400Z, 1630999238400, device1
2021-09-07T07:20:39.401Z, 1630999239401, device1
2021-09-07T07:20:40.402Z, 1630999240402, device1
2021-09-07T07:20:41.404Z, 1630999241404, device1
2021-09-07T07:20:42.404Z, 1630999242404, device1
2021-09-07T07:20:43.405Z, 1630999243405, device1
2021-09-07T07:20:44.406Z, 1630999244406, device1
2021-09-07T07:20:45.408Z, 1630999245408, device1
2021-09-07T07:20:46.409Z, 1630999246409, device1
2021-09-07T07:20:47.409Z, 1630999247409, device1
2021-09-07T07:20:48.410Z, 1630999248410, device1
2021-09-07T07:20:49.411Z, 1630999249411, device1
2021-09-07T07:20:50.413Z, 1630999250413, device1
2021-09-07T07:20:51.413Z, 1630999251413, device1
2021-09-07T07:20:52.414Z, 1630999252414, device1
2021-09-07T07:20:53.415Z, 1630999253415, device1
2021-09-07T07:20:54.416Z, 1630999254416, device1
2021-09-07T07:20:55.418Z, 1630999255418, device1
2021-09-07T07:20:56.418Z, 1630999256418, device1
2021-09-07T07:20:57.420Z, 1630999257420, device1
2021-09-07T07:20:58.420Z, 1630999258420, device1
2021-09-07T07:20:59.421Z, 1630999259421, device1
2021-09-07T07:21:00.422Z, 1630999260422, device1
2021-09-07T07:21:01.424Z, 1630999261424, device1
2021-09-07T07:21:02.424Z, 1630999262424, device1
2021-09-07T07:21:03.425Z, 1630999263425, device1
2021-09-07T07:21:04.426Z, 1630999264426, device1
2021-09-07T07:21:05.428Z, 1630999265428, device1
2021-09-07T07:21:06.429Z, 1630999266429, device1
2021-09-07T07:21:07.430Z, 1630999267430, device1
2021-09-07T07:21:08.432Z, 1630999268432, device1
2021-09-07T07:21:09.432Z, 1630999269432, device1
2021-09-07T07:21:10.433Z, 1630999270433, device1
2021-09-07T07:21:11.434Z, 1630999271434, device1
2021-09-07T07:21:12.435Z, 1630999272435, device1
2021-09-07T07:21:13.435Z, 1630999273435, device1
2021-09-07T07:21:14.437Z, 1630999274437, device1
2021-09-07T07:21:15.437Z, 1630999275437, device1
2021-09-07T07:21:16.439Z, 1630999276439, device1
2021-09-07T07:21:17.439Z, 1630999277439, device1
2021-09-07T07:21:18.440Z, 1630999278440, device1
2021-09-07T07:21:19.442Z, 1630999279442, device1
2021-09-07T07:21:20.442Z, 1630999280442, device1
2021-09-07T07:21:21.443Z, 1630999281443, device1
2021-09-07T07:21:22.444Z, 1630999282444, device1
2021-09-07T07:21:23.445Z, 1630999283445, device1
2021-09-07T07:21:24.446Z, 1630999284446, device1
