2021-09-07T14:22:57.230Z, 1631024577230, device0, null
2021-09-07T14:23:09.414Z, 1631024589414, device0
2021-09-07T14:23:10.414Z, 1631024590414, device0
2021-09-07T14:23:11.415Z, 1631024591415, device0
2021-09-07T14:23:12.417Z, 1631024592417, device0
2021-09-07T14:23:13.417Z, 1631024593417, device0
2021-09-07T14:23:14.419Z, 1631024594419, device0
2021-09-07T14:23:15.419Z, 1631024595419, device0
2021-09-07T14:23:16.421Z, 1631024596421, device0
2021-09-07T14:23:17.421Z, 1631024597421, device0
2021-09-07T14:23:18.423Z, 1631024598423, device0
2021-09-07T14:23:19.423Z, 1631024599423, device0
2021-09-07T14:23:20.424Z, 1631024600424, device0
2021-09-07T14:23:21.426Z, 1631024601426, device0
2021-09-07T14:23:22.426Z, 1631024602426, device0
2021-09-07T14:23:23.428Z, 1631024603428, device0
2021-09-07T14:23:24.428Z, 1631024604428, device0
2021-09-07T14:23:25.429Z, 1631024605429, device0
2021-09-07T14:23:26.431Z, 1631024606431, device0
2021-09-07T14:23:27.432Z, 1631024607432, device0
2021-09-07T14:23:28.434Z, 1631024608434, device0
2021-09-07T14:23:29.434Z, 1631024609434, device0
2021-09-07T14:23:30.435Z, 1631024610435, device0
2021-09-07T14:23:31.436Z, 1631024611436, device0
2021-09-07T14:23:32.438Z, 1631024612438, device0
2021-09-07T14:23:33.438Z, 1631024613438, device0
2021-09-07T14:23:34.440Z, 1631024614440, device0
2021-09-07T14:23:35.440Z, 1631024615440, device0
2021-09-07T14:23:36.442Z, 1631024616442, device0
2021-09-07T14:23:37.442Z, 1631024617442, device0
2021-09-07T14:23:38.443Z, 1631024618443, device0
2021-09-07T14:23:39.444Z, 1631024619444, device0
2021-09-07T14:23:40.445Z, 1631024620445, device0
2021-09-07T14:23:41.446Z, 1631024621446, device0
2021-09-07T14:23:42.447Z, 1631024622447, device0
2021-09-07T14:23:43.449Z, 1631024623449, device0
2021-09-07T14:23:44.449Z, 1631024624449, device0
2021-09-07T14:23:45.450Z, 1631024625450, device0
